0	0	0	0	0	0
62	0	0	96	0	5
123	0	0	155	0	6
185	0	0	212	0	6
254	0	0	277	0	3
308	0	0	345	0	8
386	0	0	470	0	18
451	0	0	600	0	22
482	0	0	679	0	23
513	0	0	759	0	24
544	0	0	847	0	26
575	0	0	944	0	26
606	0	0	1012	0	27
637	0	0	1023	0	21
668	0	0	1023	0	21
800	0	0	1023	0	5
924	0	0	1023	0	4
0	62	0	0	71	0
62	62	0	66	63	0
123	62	0	142	37	0
185	62	0	210	12	3
254	62	0	285	0	1
308	62	0	354	0	2
386	62	0	481	0	7
451	62	0	615	0	16
482	62	0	691	0	18
513	62	0	773	0	20
544	62	0	860	0	22
575	62	0	961	0	23
606	62	0	1015	0	23
637	62	0	1023	0	20
668	62	0	1023	0	20
800	62	0	1023	0	5
924	62	0	1023	0	4
0	123	0	0	115	22
62	123	0	9	113	0
123	123	0	107	104	0
185	123	0	188	83	0
254	123	0	275	57	0
308	123	0	355	37	0
386	123	0	500	8	1
451	123	0	657	0	1
482	123	0	735	0	1
513	123	0	822	0	2
544	123	0	909	0	3
575	123	0	1005	0	8
606	123	0	1023	0	11
637	123	0	1023	0	12
668	123	0	1023	0	14
800	123	0	1023	0	5
924	123	0	1023	0	3
0	185	0	0	164	34
62	185	0	0	162	6
123	185	0	54	158	0
185	185	0	154	149	0
254	185	0	250	127	0
308	185	0	337	111	0
386	185	0	488	89	0
451	185	0	647	70	0
482	185	0	734	61	0
513	185	0	832	50	1
544	185	0	938	40	1
575	185	0	1013	28	1
606	185	0	1023	16	1
637	185	0	1023	2	1
668	185	0	1023	0	1
800	185	0	1023	0	3
924	185	0	1023	0	2
0	254	0	0	223	66
62	254	0	0	222	50
123	254	0	0	218	0
185	254	0	105	213	0
254	254	0	210	202	0
308	254	0	304	191	0
386	254	0	464	172	0
451	254	0	625	152	0
482	254	0	712	144	0
513	254	0	812	134	0
544	254	0	916	125	0
575	254	0	1008	114	0
606	254	0	1023	105	0
637	254	0	1023	95	0
668	254	0	1023	84	1
800	254	0	1023	19	1
924	254	0	1023	22	2
0	308	0	0	282	62
62	308	0	0	280	58
123	308	0	0	279	14
185	308	0	68	276	0
254	308	0	179	270	0
308	308	0	274	263	0
386	308	0	436	242	0
451	308	0	600	223	0
482	308	0	688	213	0
513	308	0	788	204	0
544	308	0	893	194	0
